organism,de_gene,log_fc,log_cpm,f,p_value,fdr,id
5530,MAN+AF8-04891,2.1183918569157,8.05499934553474,42.0190760188769,9.17618519710733e+AC0-11,1.74279167272435e+AC0-09,
5530,MAN+AF8-08564,2.1173772949768,7.18066340830879,30.1437825904531,4.04355215598086e+AC0-08,5.45159069053109e+AC0-07,
5530,MAN+AF8-07576,2.11541306078644,8.70232787832091,49.2493506546382,2.30098127763808e+AC0-12,5.15773803310566e+AC0-11,
5530,MAN+AF8-06501,2.11043760679399,8.75446572677084,49.5632650839661,1.96124007786368e+AC0-12,4.43518571045048e+AC0-11,
5530,MAN+AF8-02515,2.10727299664955,5.51054238428174,10.7146275264465,0.00118438650887157,0.00612864434499295,
5530,MAN+AF8-09056,2.10584943324448,5.85628565094871,15.0309483500934,0.000105983301547743,0.000736825966247735,
5530,MAN+AF8-10390,2.09879888275441,7.33719196187056,32.6443463136247,1.11686699085204e+AC0-08,1.65085890430434e+AC0-07,
5530,MAN+AF8-03304,2.09812414227114,6.51711035967096,21.9400364128553,2.82511159358999e+AC0-06,2.80558063710071e+AC0-05,
5530,MAN+AF8-01908,2.09702296523071,5.24926755315375,9.62348059180486,0.00192280109524682,0.00930737938795554,
5530,MAN+AF8-06487,2.09317337267127,6.37396138080282,20.4143535040918,6.25934345620372e+AC0-06,5.80883020107569e+AC0-05,
5530,MAN+AF8-01130,2.091180347628,8.95654077784386,50.5905162214178,1.16290847493293e+AC0-12,2.6652816934474e+AC0-11,
5530,MAN+AF8-01109,2.08986130039686,7.22755514901375,30.7996128594163,2.88462752305575e+AC0-08,4.0191688671647e+AC0-07,
5530,MAN+AF8-03670,2.08924592012813,5.72485155111387,12.9461775898602,0.000321080883736063,0.00195155180764249,
5530,MAN+AF8-05199,2.08811649047706,6.95990631391706,27.0314499310033,2.01457598387151e+AC0-07,2.46658588949647e+AC0-06,
5530,MAN+AF8-06827,2.08643419902082,6.69353382748428,20.679527781877,0.000200338816004549,0.00128912024254284,
5530,MAN+AF8-02287,2.08132470970802,5.73114068373737,13.4199042941726,0.000249388339977707,0.00155947987702798,
5530,MAN+AF8-08989,2.08033024851618,11.1067658950931,59.7209003208185,1.12646546700719e+AC0-14,3.08011294852718e+AC0-13,
5530,MAN+AF8-02245,2.07706335083229,9.31567153291298,53.0006307191705,3.41466887846476e+AC0-13,8.19440185681461e+AC0-12,
5530,MAN+AF8-03804,2.07679876462441,5.65598404598607,13.2931853857056,0.000266813901698867,0.00165726856481532,
5530,MAN+AF8-01557,2.0763643533198,6.06621867012325,17.2671885070487,3.25628245244098e+AC0-05,0.000257049727031312,
5530,MAN+AF8-09629,2.07440655902618,7.68988993028221,36.132381790554,1.86442037761227e+AC0-09,3.02790182026553e+AC0-08,
5530,MAN+AF8-03712,2.06755994208637,5.94435013963403,15.6298902665351,7.72004926501215e+AC0-05,0.000553704517959627,
5530,MAN+AF8-00378,2.06739007417971,7.60933313683992,34.6730859356894,3.94053446813462e+AC0-09,6.11712496811339e+AC0-08,
5530,MAN+AF8-02673,2.06645573720173,7.26375588652674,30.6518458101436,3.11264116977318e+AC0-08,4.3132917514289e+AC0-07,
5530,MAN+AF8-02267,2.06534189787732,6.22726269652024,18.491893542686,1.71156438182864e+AC0-05,0.000145749211971849,
5530,MAN+AF8-06612,2.06308408888755,7.26193676000633,30.453149660534,3.44796620140606e+AC0-08,4.72024258901213e+AC0-07,
5530,MAN+AF8-10109,2.0627036687463,8.28390701538366,42.4918321716651,7.20814081297099e+AC0-11,1.39498725145144e+AC0-09,
5530,MAN+AF8-00631,2.06184835970034,11.2939451289341,58.6564934275981,1.9327702018118e+AC0-14,5.06743529261659e+AC0-13,
5530,MAN+AF8-04178,2.05889029247879,5.33751740379682,10.3057524076011,0.00132753040642489,0.0067494928290765,
5530,MAN+AF8-08823,2.05393361230129,7.87914454878168,37.0393161451001,1.17145220249944e+AC0-09,1.93327524486923e+AC0-08,
5530,MAN+AF8-00210,2.04918580723343,6.0318389493353,16.1743119575912,5.79108317588862e+AC0-05,0.000429863590326696,
5530,MAN+AF8-08110,2.04092678124268,6.96733686021687,26.2838808770191,2.96531298007561e+AC0-07,3.52074820533075e+AC0-06,
5530,MAN+AF8-08504,2.03962398144749,7.17828793692013,28.7549628793094,8.27339420294318e+AC0-08,1.07490888504226e+AC0-06,
5530,MAN+AF8-04481,2.03633994905635,5.80726229325093,14.0948409891461,0.000174141370267351,0.00114216581051879,
5530,MAN+AF8-00860,2.03629356922381,8.60852641620907,44.9133849472321,2.09516638015609e+AC0-11,4.30818586919596e+AC0-10,
5530,MAN+AF8-03181,2.03574160444901,5.57235792023328,11.8479481732994,0.000578020553086939,0.00326244140616142,
5530,MAN+AF8-07445,2.0335381178455,8.39402224482084,42.2810524409496,8.02717478466346e+AC0-11,1.54470104959967e+AC0-09,
5530,MAN+AF8-01800,2.03315210767951,7.33546698867787,30.587660890255,3.2172265904931e+AC0-08,4.44613739789147e+AC0-07,
5530,MAN+AF8-02697,2.03154138771896,6.003650167048,15.5229122072377,8.1692125720267e+AC0-05,0.000583049678251227,
5530,MAN+AF8-02652,2.02807080399692,7.29586028311837,29.9376248464208,4.49664547205493e+AC0-08,6.01427456887939e+AC0-07,
